N,runtime,wall_clock
242,0,0
243,0,0
244,0,0
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,10000,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,1000
271,0,0
272,0,0
273,0,0
274,0,0
275,0,0
276,0,1000
277,0,0
278,0,1000
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,1000
286,10000,0
287,0,1000
288,0,0
289,0,0
290,0,1000
291,0,0
292,0,1000
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,1000
299,0,0
300,0,0
301,0,0
302,0,0
303,0,1000
304,0,0
305,10000,1000
306,0,0
307,0,0
308,0,1000
309,0,0
310,0,1000
311,0,0
312,0,0
313,0,1000
314,0,0
315,0,1000
316,0,0
317,0,0
318,0,1000
319,0,0
320,0,1000
321,0,0
322,0,0
323,0,1000
324,0,0
325,0,0
326,0,1000
327,0,0
328,0,0
329,0,1000
330,0,0
331,0,0
332,0,0
333,0,0
334,0,1000
335,0,0
336,0,0
337,0,1000
338,0,0
339,0,0
340,0,1000
341,0,0
342,0,0
343,0,1000
344,0,0
345,10000,0
346,0,1000
347,0,0
348,0,0
349,0,0
350,0,0
351,0,1000
352,0,0
353,0,0
354,0,1000
355,10000,1000
356,0,0
357,0,0
358,0,1000
359,10000,0
360,0,0
361,0,1000
362,0,0
363,0,0
364,0,0
365,0,1000
366,10000,0
367,0,0
368,0,1000
369,0,1000
370,0,0
371,0,0
372,0,1000
373,0,1000
374,0,0
375,0,0
376,0,1000
377,0,0
378,10000,0
379,0,0
380,0,1000
381,0,0
382,0,0
383,0,0
384,0,1000
385,0,0
386,0,0
387,0,0
388,0,0
389,0,1000
390,0,0
391,0,0
392,0,0
393,0,1000
394,0,1000
395,0,0
396,0,0
397,0,0
398,0,1000
399,0,1000
400,0,0
401,0,0
402,10000,1000
403,0,1000
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,1000
410,0,1000
411,0,0
412,10000,0
413,0,0
414,0,0
415,0,1000
416,10000,1000
417,0,0
418,0,0
419,0,0
420,0,0
421,0,1000
422,0,0
423,0,0
424,0,0
425,0,0
426,0,1000
427,0,1000
428,0,1000
429,0,1000
430,0,1000
431,0,1000
432,0,0
433,0,0
434,0,0
435,0,0
436,0,0
437,0,1000
438,0,1000
439,0,0
440,0,0
441,0,0
442,0,0
443,0,1000
444,0,1000
445,0,1000
446,10000,1000
447,0,0
448,0,0
449,0,0
450,0,0
451,0,0
452,0,0
453,0,0
454,0,0
455,0,0
456,0,0
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0,0
464,0,0
465,0,0
466,0,0
467,0,0
468,0,0
469,0,0
470,0,0
471,0,0
472,0,0
473,0,0
474,0,0
475,10000,0
476,0,0
477,0,0
478,0,0
479,0,0
480,0,0
481,0,0
482,0,0
483,0,0
484,0,0
485,0,0
486,0,0
487,0,1000
488,0,1000
489,0,1000
490,0,1000
491,0,1000
492,0,0
493,0,0
494,0,0
495,0,0
496,0,0
497,0,0
498,0,1000
499,0,1000
500,0,1000
501,0,0
502,0,0
503,10000,0
504,0,1000
505,0,1000
506,0,1000
507,10000,0
508,0,1000
509,0,1000
510,0,1000
511,0,1000
512,0,0
513,0,0
514,0,0
515,0,1000
516,0,1000
517,0,1000
518,0,0
519,0,0
520,0,0
521,10000,1000
522,0,1000
523,0,0
524,0,1000
525,0,1000
526,0,0
527,0,0
528,0,1000
529,0,1000
530,0,0
531,0,0
532,0,0
533,0,1000
534,0,1000
535,0,0
536,0,0
537,10000,1000
538,0,1000
539,0,0
540,0,0
541,0,1000
542,0,1000
543,10000,1000
544,0,1000
545,0,0
546,0,0
547,0,1000
548,0,0
549,0,1000
550,10000,1000
551,0,0
552,0,0
553,0,1000
554,0,0
555,0,0
556,0,1000
557,0,1000
558,0,0
559,0,0
560,0,1000
561,0,0
562,0,0
563,0,1000
564,0,1000
565,0,1000
566,0,1000
567,0,0
568,0,1000
569,10000,0
570,0,0
571,0,1000
572,0,0
573,0,0
574,0,1000
575,0,1000
576,0,1000
577,0,0
578,0,1000
579,0,0
580,0,1000
581,0,1000
582,0,0
583,0,1000
584,0,0
585,0,1000
586,0,1000
587,0,0
588,0,0
589,0,1000
590,0,1000
591,0,1000
592,0,0
593,0,1000
594,0,0
595,0,1000
596,0,0
597,0,1000
598,0,1000
599,0,0
600,0,1000
601,0,0
602,0,0
603,0,1000
604,0,0
605,0,1000
606,0,1000
607,0,0
608,0,1000
609,0,0
610,0,1000
611,0,0
612,0,1000
613,0,1000
614,0,1000
615,0,0
616,0,1000
617,0,0
618,0,1000
619,0,0
620,0,1000
621,0,1000
622,0,0
623,0,1000
624,0,0
625,0,1000
626,0,0
627,0,1000
628,0,0
629,0,1000
630,0,1000
631,0,0
632,0,1000
633,0,0
634,10000,1000
635,0,0
636,0,1000
637,0,0
638,0,1000
639,0,0
640,0,1000
641,0,0
642,0,1000
643,0,0
644,0,1000
645,0,0
646,0,1000
647,0,1000
648,0,0
649,0,1000
650,0,1000
651,0,1000
652,0,0
653,0,1000
654,0,1000
655,0,1000
656,0,1000
657,0,1000
658,10000,0
659,0,0
660,0,1000
661,0,1000
662,0,0
663,0,1000
664,10000,1000
665,0,1000
666,0,1000
667,0,1000
668,10000,1000
669,0,1000
670,10000,1000
671,0,1000
672,0,1000
673,0,1000
674,10000,1000
675,0,1000
676,0,1000
677,0,1000
678,10000,1000
679,0,1000
680,10000,1000
681,0,1000
682,10000,1000
683,0,1000
684,10000,1000
685,0,1000
686,0,1000
687,0,1000
688,0,1000
689,10000,1000
690,0,1000
691,0,0
692,0,1000
693,10000,1000
694,0,1000
695,0,1000
696,0,1000
697,0,1000
698,0,1000
699,10000,1000
700,0,1000
701,0,1000
702,0,1000
703,10000,1000
704,0,2000
705,0,1000
706,0,1000
707,10000,1000
708,0,0
709,0,1000
710,0,1000
711,10000,1000
712,0,1000
713,0,1000
714,0,1000
715,0,1000
716,0,1000
717,0,1000
718,10000,1000
719,0,1000
720,0,2000
721,10000,1000
722,0,1000
723,0,1000
724,0,1000
725,10000,2000
726,0,0
727,0,1000
728,0,1000
729,10000,1000
730,0,2000
731,0,1000
732,0,1000
733,10000,1000
734,0,1000
735,0,1000
736,0,1000
737,10000,1000
738,0,1000
739,0,1000
740,0,1000
741,0,2000
742,0,1000
743,0,1000
744,0,1000
745,0,1000
746,10000,1000
747,0,1000
748,0,1000
749,0,1000
750,0,2000
751,10000,2000
752,0,2000
753,10000,2000
754,0,2000
755,0,1000
756,0,1000
757,0,1000
758,10000,1000
759,0,1000
760,10000,1000
761,0,1000
762,0,1000
763,0,1000
764,10000,1000
765,0,1000
766,0,1000
767,0,1000
768,10000,1000
769,0,1000
770,10000,2000
771,0,2000
772,10000,2000
773,0,2000
774,0,1000
775,0,1000
776,0,2000
777,0,1000
778,0,1000
779,0,1000
780,0,1000
781,10000,1000
782,0,1000
783,0,1000
784,0,1000
785,0,1000
786,0,1000
787,0,1000
788,0,1000
789,0,1000
790,10000,2000
791,0,1000
792,0,1000
793,10000,1000
794,10000,1000
795,0,1000
796,0,1000
797,0,1000
798,0,1000
799,0,1000
800,0,1000
801,10000,1000
802,0,1000
803,0,1000
804,0,1000
805,10000,1000
806,0,1000
807,0,1000
808,0,1000
809,0,1000
810,0,1000
811,0,1000
812,10000,1000
813,0,1000
814,0,1000
815,0,1000
816,10000,1000
817,0,1000
818,0,1000
819,0,1000
820,0,1000
821,10000,1000
822,0,1000
823,0,1000
824,0,1000
825,10000,2000
826,0,1000
827,0,1000
828,0,1000
829,0,2000
830,10000,2000
831,0,1000
832,10000,1000
833,0,1000
834,0,1000
835,0,2000
836,10000,2000
837,0,1000
838,0,1000
839,0,1000
840,0,1000
841,10000,1000
842,0,1000
843,0,1000
844,10000,1000
845,0,1000
846,0,2000
847,0,1000
848,0,1000
849,10000,1000
850,0,1000
851,0,2000
852,0,1000
853,0,1000
854,0,2000
855,0,1000
856,0,1000
857,10000,1000
858,0,1000
859,10000,4000
860,10000,2000
861,0,2000
862,10000,1000
863,0,3000
864,10000,1000
865,0,2000
866,0,2000
867,10000,1000
868,0,1000
869,0,1000
870,0,1000
871,0,1000
872,0,1000
873,10000,1000
874,0,1000
875,0,2000
876,0,2000
877,0,2000
878,0,1000
879,0,1000
880,0,1000
881,0,1000
882,10000,2000
883,0,2000
884,10000,1000
885,10000,1000
886,0,1000
887,0,1000
888,0,1000
889,0,1000
890,0,1000
891,0,1000
892,0,2000
893,0,1000
894,0,1000
895,0,1000
896,10000,1000
897,0,2000
898,0,1000
899,0,2000
900,0,2000
901,10000,1000
902,0,1000
903,0,1000
904,10000,1000
905,0,2000
906,0,2000
907,10000,1000
908,0,1000
909,0,2000
910,10000,1000
911,0,1000
912,10000,2000
913,0,1000
914,10000,1000
915,0,1000
916,0,2000
917,10000,1000
918,0,1000
919,0,1000
920,0,1000
921,0,2000
922,0,1000
923,0,1000
924,0,1000
925,10000,1000
926,0,2000
927,0,1000
928,0,1000
929,0,1000
930,0,1000
931,0,2000
932,0,1000
933,0,1000
934,0,2000
935,0,1000
936,10000,1000
937,0,1000
938,0,2000
939,0,1000
940,0,1000
941,0,2000
942,0,1000
943,0,1000
944,0,1000
945,10000,2000
946,0,1000
947,0,1000
948,0,1000
949,10000,1000
950,0,1000
951,0,1000
952,0,1000
953,0,2000
954,10000,1000
955,0,1000
956,0,2000
957,0,2000
958,10000,2000
959,0,2000
960,10000,1000
961,0,1000
962,0,1000
963,0,1000
964,0,2000
965,0,2000
966,0,1000
967,10000,1000
968,0,2000
969,0,2000
970,0,1000
971,0,1000
972,0,1000
973,0,1000
974,0,1000
975,0,1000
976,0,1000
977,10000,1000
978,10000,1000
979,0,1000
980,10000,1000
981,0,1000
982,0,1000
983,10000,2000
984,10000,1000
985,0,1000
986,10000,2000
987,0,1000
988,0,2000
989,10000,1000
990,10000,2000
991,0,2000
992,10000,1000
993,0,1000
994,0,1000
995,0,1000
996,0,2000
997,0,1000
998,0,2000
999,0,1000
1000,10000,2000
1001,0,1000
1002,0,1000
1003,10000,1000
1004,10000,2000
1005,0,2000
1006,10000,2000
1007,0,1000
1008,0,2000
1009,0,1000
1010,10000,1000
1011,0,2000
1012,0,1000
1013,10000,1000
1014,10000,2000
1015,0,1000
1016,0,2000
1017,10000,1000
1018,0,1000
1019,0,1000
1020,0,2000
1021,0,2000
1022,0,1000
1023,0,2000
1024,10000,1000
1025,0,1000
1026,0,2000
1027,0,1000
1028,0,2000
1029,0,1000
1030,0,2000
1031,0,1000
1032,0,1000
1033,10000,1000
1034,0,2000
1035,0,1000
1036,0,1000
1037,0,2000
1038,0,1000
1039,0,2000
1040,0,1000
1041,10000,1000
1042,0,1000
1043,0,2000
1044,0,2000
1045,0,1000
1046,0,1000
1047,10000,2000
1048,0,2000
1049,0,1000
1050,10000,2000
1051,10000,1000
1052,0,2000
1053,0,1000
1054,0,1000
1055,0,2000
1056,10000,1000
1057,0,2000
1058,0,1000
1059,0,1000
1060,0,2000
1061,10000,1000
1062,10000,2000
1063,0,1000
1064,0,2000
1065,0,2000
1066,0,2000
1067,0,2000
1068,0,2000
1069,0,2000
1070,10000,1000
1071,0,1000
1072,0,2000
1073,0,1000
1074,0,2000
1075,0,1000
1076,0,1000
1077,0,2000
1078,0,2000
1079,10000,1000
1080,10000,2000
1081,0,2000
1082,10000,1000
1083,0,2000
1084,10000,1000
1085,0,1000
1086,0,2000
1087,0,2000
1088,0,1000
1089,0,1000
1090,0,2000
1091,0,2000
1092,10000,2000
1093,0,1000
1094,0,1000
1095,10000,2000
1096,10000,1000
1097,0,1000
1098,0,2000
1099,0,2000
1100,0,1000
1101,0,1000
1102,10000,1000
1103,0,2000
1104,0,2000
1105,10000,1000
1106,10000,1000
1107,0,2000
1108,0,1000
1109,0,2000
1110,0,2000
1111,0,2000
1112,0,2000
1113,0,1000
1114,0,1000
1115,0,2000
1116,0,2000
1117,0,1000
1118,0,2000
1119,0,2000
1120,0,2000
1121,0,2000
1122,0,1000
1123,10000,2000
1124,10000,1000
1125,0,2000
1126,0,2000
1127,10000,2000
1128,0,1000
1129,0,1000
1130,0,1000
1131,0,2000
1132,0,2000
1133,0,2000
1134,10000,2000
1135,0,1000
1136,0,2000
1137,0,1000
1138,10000,1000
1139,0,1000
1140,10000,1000
1141,10000,1000
1142,0,2000
1143,0,2000
1144,0,1000
1145,10000,1000
1146,10000,2000
1147,0,2000
1148,10000,2000
1149,0,1000
1150,0,1000
1151,0,1000
1152,0,1000
1153,0,1000
1154,0,2000
1155,0,1000
1156,0,1000
1157,0,1000
1158,0,1000
1159,0,2000
1160,0,1000
1161,10000,1000
1162,0,2000
1163,0,2000
1164,0,1000
1165,0,2000
1166,10000,2000
1167,0,2000
1168,0,2000
1169,10000,2000
1170,10000,2000
1171,0,2000
1172,0,2000
1173,10000,2000
1174,0,1000
1175,10000,1000
1176,0,2000
1177,0,2000
1178,10000,2000
1179,10000,2000
1180,0,2000
1181,10000,2000
1182,0,2000
1183,0,2000
1184,10000,2000
1185,10000,2000
1186,0,2000
1187,0,2000
1188,0,2000
1189,0,2000
1190,0,2000
1191,0,2000
1192,0,2000
1193,10000,1000
1194,10000,2000
1195,0,2000
1196,0,1000
1197,0,2000
1198,0,2000
1199,10000,2000
1200,10000,2000
1201,0,2000
1202,10000,1000
1203,0,1000
1204,0,1000
1205,0,1000
1206,0,1000
1207,0,1000
1208,0,2000
1209,0,2000
1210,0,2000
1211,10000,2000
1212,0,2000
1213,0,2000
1214,0,2000
1215,0,1000
1216,0,2000
1217,10000,2000
1218,0,1000
1219,0,2000
1220,0,1000
1221,0,1000
1222,0,1000
1223,0,1000
1224,10000,2000
1225,10000,2000
1226,0,2000
1227,0,2000
1228,0,2000
1229,0,2000
1230,0,1000
1231,0,2000
1232,0,2000
1233,0,2000
1234,0,1000
1235,0,1000
1236,0,1000
1237,0,2000
1238,10000,2000
1239,0,2000
1240,0,1000
1241,0,1000
1242,0,2000
1243,0,2000
1244,10000,2000
1245,0,2000
1246,0,1000
1247,0,2000
1248,0,2000
1249,0,2000
1250,0,2000
1251,10000,1000
1252,10000,2000
1253,0,2000
1254,0,1000
1255,0,2000
1256,10000,1000
1257,10000,2000
1258,0,2000
1259,10000,1000
1260,0,1000
1261,0,2000
1262,0,2000
1263,10000,2000
1264,10000,2000
1265,0,2000
1266,10000,2000
1267,10000,2000
1268,10000,2000
1269,0,2000
1270,0,2000
1271,10000,2000
1272,0,2000
1273,0,1000
1274,0,2000
1275,0,2000
1276,0,1000
1277,10000,2000
1278,0,2000
1279,0,2000
1280,0,2000
1281,0,2000
1282,0,2000
1283,0,2000
1284,10000,2000
1285,0,1000
1286,10000,2000
1287,0,2000
1288,0,1000
1289,0,2000
1290,0,2000
1291,0,2000
1292,0,1000
1293,0,2000
1294,0,2000
1295,0,2000
1296,0,1000
1297,0,2000
1298,0,2000
1299,10000,2000
1300,0,1000
1301,0,2000
1302,0,2000
1303,0,2000
1304,0,2000
1305,0,2000
1306,0,2000
1307,0,1000
1308,0,2000
1309,10000,2000
1310,0,1000
1311,0,2000
1312,0,2000
1313,0,2000
1314,0,3000
1315,0,2000
1316,0,2000
1317,10000,2000
1318,10000,1000
1319,0,2000
1320,0,1000
1321,0,1000
1322,0,2000
1323,0,2000
1324,0,1000
1325,0,1000
1326,0,2000
1327,0,1000
1328,10000,2000
1329,0,2000
1330,0,2000
1331,0,2000
1332,10000,2000
1333,10000,2000
1334,0,2000
1335,0,1000
1336,10000,2000
1337,10000,2000
1338,0,2000
1339,0,3000
1340,0,2000
1341,0,2000
1342,0,2000
1343,0,2000
1344,0,1000
1345,10000,2000
1346,0,3000
1347,10000,2000
1348,0,2000
1349,0,2000
1350,0,2000
1351,0,2000
1352,0,2000
1353,10000,2000
1354,10000,3000
1355,10000,2000
1356,10000,2000
1357,0,2000
1358,10000,3000
1359,10000,2000
1360,0,2000
1361,10000,2000
1362,0,2000
1363,0,2000
1364,10000,2000
1365,10000,2000
1366,10000,2000
1367,10000,2000
1368,10000,3000
1369,10000,2000
1370,0,2000
1371,0,3000
1372,0,2000
1373,0,3000
1374,0,2000
1375,0,2000
1376,0,2000
1377,10000,2000
1378,0,2000
1379,0,3000
1380,0,2000
1381,10000,2000
1382,0,2000
1383,10000,2000
1384,0,2000
1385,0,2000
1386,0,1000
1387,0,2000
1388,0,3000
1389,0,2000
1390,0,2000
1391,0,2000
1392,0,2000
1393,10000,2000
1394,0,2000
1395,0,2000
1396,10000,2000
1397,0,2000
1398,10000,2000
1399,10000,2000
1400,0,2000
1401,0,2000
1402,0,2000
1403,0,2000
1404,0,2000
1405,0,2000
1406,0,2000
1407,0,2000
1408,0,2000
1409,0,3000
1410,0,3000
1411,0,3000
1412,0,3000
1413,10000,2000
1414,0,2000
1415,10000,2000
1416,0,2000
1417,0,2000
1418,10000,2000
1419,10000,2000
1420,10000,2000
1421,0,3000
1422,0,2000
1423,0,2000
1424,0,3000
1425,0,2000
1426,0,2000
1427,0,2000
1428,0,2000
1429,10000,2000
1430,0,2000
1431,0,2000
1432,0,2000
1433,10000,2000
1434,0,3000
1435,0,2000
1436,0,2000
1437,0,2000
1438,0,2000
1439,0,3000
1440,0,2000
1441,0,2000
1442,10000,2000
1443,0,2000
1444,10000,2000
1445,0,2000
1446,10000,2000
1447,0,2000
1448,0,3000
1449,0,3000
1450,0,2000
1451,10000,2000
1452,10000,2000
1453,10000,2000
1454,10000,2000
1455,10000,2000
1456,0,2000
1457,0,2000
1458,10000,2000
1459,0,2000
1460,0,2000
1461,10000,2000
1462,10000,2000
1463,10000,2000
1464,0,3000
1465,10000,3000
1466,0,3000
1467,10000,2000
1468,0,2000
1469,10000,2000
1470,10000,2000
1471,0,2000
1472,0,2000
1473,10000,2000
1474,10000,2000
1475,0,2000
1476,10000,2000
1477,10000,1000
1478,10000,2000
1479,10000,2000
1480,10000,2000
1481,10000,2000
1482,10000,2000
1483,10000,2000
1484,10000,2000
1485,0,2000
1486,10000,2000
1487,0,2000
1488,10000,2000
1489,0,3000
1490,0,2000
1491,0,2000
1492,0,2000
1493,0,2000
1494,0,2000
1495,10000,2000
1496,10000,3000
1497,0,2000
1498,10000,2000
1499,10000,2000
1500,10000,2000
1501,0,3000
1502,0,2000
1503,10000,2000
1504,0,2000
1505,10000,2000
1506,10000,2000
1507,0,2000
1508,10000,2000
1509,10000,2000
1510,0,2000
1511,0,3000
1512,10000,2000
1513,10000,2000
1514,10000,2000
1515,0,2000
1516,0,3000
1517,0,2000
1518,0,2000
1519,10000,2000
1520,0,2000
1521,10000,4000
1522,0,2000
1523,10000,2000
1524,0,2000
1525,0,2000
1526,0,3000
1527,0,3000
1528,0,3000
1529,10000,3000
1530,0,3000
1531,0,3000
1532,0,2000
1533,0,2000
1534,0,2000
1535,0,2000
1536,0,2000
1537,10000,2000
1538,0,2000
1539,10000,2000
1540,10000,2000
1541,10000,3000
1542,10000,3000
1543,10000,2000
1544,10000,3000
1545,0,2000
1546,10000,2000
1547,0,2000
1548,0,2000
1549,0,2000
1550,10000,2000
1551,0,3000
1552,0,2000
1553,0,2000
1554,10000,2000
1555,0,2000
1556,10000,2000
1557,0,2000
1558,0,2000
1559,0,2000
1560,0,2000
1561,0,3000
1562,10000,3000
1563,10000,3000
1564,10000,3000
1565,10000,2000
1566,10000,2000
1567,10000,3000
1568,10000,2000
1569,0,2000
1570,0,2000
1571,10000,2000
1572,0,2000
1573,0,2000
1574,0,2000
1575,0,2000
1576,10000,2000
1577,10000,3000
1578,10000,2000
1579,10000,3000
1580,0,3000
1581,0,4000
1582,0,3000
1583,0,3000
1584,10000,3000
1585,10000,3000
1586,0,3000
1587,0,3000
1588,0,3000
1589,10000,2000
1590,10000,2000
1591,10000,2000
1592,10000,2000
1593,10000,2000
1594,0,3000
1595,0,2000
1596,0,3000
1597,10000,3000
1598,10000,3000
1599,0,3000
1600,0,2000
1601,10000,2000
1602,10000,2000
1603,0,3000
1604,10000,3000
1605,0,2000
1606,10000,2000
1607,0,2000
1608,10000,2000
1609,0,2000
1610,0,3000
1611,0,3000
1612,0,3000
1613,10000,2000
1614,0,2000
1615,10000,3000
1616,10000,2000
1617,10000,2000
1618,0,3000
1619,10000,3000
1620,0,2000
1621,10000,2000
1622,10000,2000
1623,10000,2000
1624,10000,3000
1625,10000,2000
1626,10000,2000
1627,10000,2000
1628,10000,2000
1629,10000,3000
1630,0,2000
1631,0,2000
1632,0,2000
1633,10000,2000
1634,10000,3000
1635,0,3000
1636,10000,2000
1637,10000,2000
1638,10000,2000
1639,10000,2000
1640,10000,3000
1641,0,3000
1642,0,2000
1643,0,3000
1644,0,3000
1645,0,2000
1646,10000,2000
1647,0,2000
1648,10000,3000
1649,10000,3000
1650,0,3000
1651,0,2000
1652,10000,2000
1653,10000,3000
1654,10000,2000
1655,0,2000
1656,0,3000
1657,0,2000
1658,0,2000
1659,0,3000
1660,0,2000
1661,0,3000
1662,10000,3000
1663,10000,3000
1664,0,2000
1665,0,2000
1666,0,3000
1667,0,2000
1668,0,2000
1669,10000,2000
1670,10000,3000
1671,10000,3000
1672,10000,2000
1673,10000,3000
1674,10000,3000
1675,10000,3000
1676,10000,3000
1677,10000,2000
1678,0,2000
1679,10000,2000
1680,10000,2000
1681,0,2000
1682,0,3000
1683,10000,2000
1684,10000,2000
1685,0,3000
1686,0,2000
1687,0,2000
1688,10000,3000
1689,0,2000
1690,10000,2000
1691,0,2000
1692,10000,3000
1693,0,2000
1694,10000,3000
1695,10000,3000
1696,0,3000
1697,0,3000
1698,10000,2000
1699,0,2000
1700,10000,3000
1701,0,3000
1702,10000,3000
1703,0,2000
1704,10000,2000
1705,0,2000
1706,10000,3000
1707,10000,2000
1708,10000,3000
1709,10000,2000
1710,0,2000
1711,0,2000
1712,0,3000
1713,0,3000
1714,0,3000
1715,10000,2000
1716,10000,2000
1717,0,3000
1718,0,3000
1719,10000,3000
1720,10000,2000
1721,0,3000
1722,0,3000
1723,10000,2000
1724,10000,2000
1725,0,2000
1726,0,3000
1727,10000,3000
1728,10000,2000
1729,0,3000
1730,0,2000
1731,10000,3000
1732,0,3000
1733,10000,2000
1734,0,3000
1735,10000,3000
1736,10000,2000
1737,10000,3000
1738,0,2000
1739,0,3000
1740,0,2000
1741,10000,3000
1742,10000,3000
1743,0,2000
1744,10000,3000
1745,0,2000
1746,10000,3000
1747,10000,3000
1748,10000,2000
1749,10000,3000
1750,0,3000
1751,10000,3000
1752,0,3000
1753,10000,3000
1754,0,3000
1755,10000,2000
1756,10000,3000
1757,10000,3000
1758,10000,2000
1759,0,3000
1760,10000,3000
1761,10000,2000
1762,0,2000
1763,10000,3000
1764,10000,2000
1765,0,3000
1766,10000,2000
1767,10000,2000
1768,10000,3000
1769,0,2000
1770,10000,3000
1771,10000,2000
1772,0,3000
1773,0,3000
1774,10000,2000
1775,10000,2000
1776,10000,2000
1777,10000,3000
1778,10000,3000
1779,10000,2000
1780,0,3000
1781,0,2000
1782,0,2000
1783,10000,2000
1784,10000,3000
1785,0,3000
1786,10000,3000
1787,10000,2000
1788,10000,3000
1789,0,2000
1790,0,2000
1791,0,3000
1792,0,2000
1793,0,2000
1794,10000,3000
1795,0,5000
1796,0,3000
1797,0,2000
1798,10000,2000
1799,10000,3000
1800,0,3000
1801,10000,3000
1802,0,3000
1803,10000,3000
1804,10000,2000
1805,0,3000
1806,0,3000
1807,0,3000
1808,10000,3000
1809,0,2000
1810,0,4000
1811,10000,3000
1812,0,4000
1813,10000,2000
1814,10000,3000
1815,10000,3000
1816,10000,3000
1817,0,3000
1818,0,3000
1819,0,2000
1820,0,3000
1821,0,2000
1822,10000,2000
1823,0,2000
1824,10000,3000
1825,10000,2000
1826,0,3000
1827,10000,3000
1828,0,3000
1829,0,3000
1830,10000,3000
1831,0,3000
1832,0,3000
1833,0,3000
1834,10000,2000
1835,0,2000
1836,10000,2000
1837,10000,3000
1838,10000,3000
1839,10000,3000
1840,10000,2000
1841,0,2000
1842,10000,3000
1843,10000,3000
1844,0,3000
1845,10000,2000
1846,10000,3000
1847,0,3000
1848,0,3000
1849,0,3000
1850,20000,5000
1851,10000,4000
1852,10000,3000
1853,0,3000
1854,10000,3000
1855,10000,2000
1856,10000,3000
1857,10000,3000
1858,0,3000
1859,0,3000
1860,10000,2000
1861,10000,2000
1862,0,2000
1863,0,3000
1864,0,3000
1865,10000,3000
1866,10000,3000
1867,0,3000
1868,10000,3000
1869,10000,3000
1870,0,3000
1871,10000,3000
1872,10000,3000
1873,0,2000
1874,10000,3000
1875,10000,2000
