N,runtime,wall_clock
241,0,0
242,10000,0
243,0,0
244,0,0
245,0,0
246,0,0
247,0,0
248,10000,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,1000
275,0,0
276,0,0
277,0,0
278,10000,0
279,0,1000
280,0,0
281,0,1000
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,10000,0
288,0,1000
289,0,0
290,0,0
291,0,1000
292,0,0
293,0,0
294,0,1000
295,0,0
296,0,0
297,0,1000
298,0,0
299,0,0
300,0,0
301,0,0
302,0,1000
303,0,0
304,0,0
305,0,0
306,0,0
307,0,1000
308,0,0
309,0,0
310,0,1000
311,0,0
312,0,0
313,0,0
314,0,0
315,0,1000
316,0,0
317,0,0
318,0,1000
319,0,0
320,0,1000
321,0,1000
322,0,1000
323,0,0
324,0,0
325,0,1000
326,0,0
327,0,0
328,0,1000
329,0,0
330,0,0
331,0,0
332,0,0
333,0,1000
334,0,0
335,0,0
336,0,1000
337,0,0
338,0,0
339,0,0
340,0,1000
341,0,0
342,0,0
343,10000,1000
344,0,1000
345,0,0
346,0,0
347,0,1000
348,10000,0
349,0,0
350,0,1000
351,0,0
352,0,0
353,0,1000
354,0,0
355,0,0
356,0,0
357,0,1000
358,0,0
359,0,0
360,0,1000
361,0,0
362,0,0
363,0,1000
364,0,0
365,0,0
366,0,1000
367,0,0
368,10000,0
369,0,1000
370,0,0
371,0,0
372,0,1000
373,0,0
374,0,0
375,0,0
376,0,1000
377,0,0
378,0,0
379,0,0
380,0,1000
381,0,0
382,0,0
383,0,1000
384,0,0
385,0,0
386,0,0
387,0,0
388,0,1000
389,0,0
390,0,0
391,0,1000
392,10000,1000
393,0,0
394,0,0
395,0,1000
396,0,1000
397,0,0
398,10000,0
399,0,0
400,0,0
401,0,1000
402,10000,1000
403,0,0
404,0,0
405,0,0
406,0,0
407,0,1000
408,10000,1000
409,0,0
410,0,0
411,0,0
412,10000,0
413,0,1000
414,0,1000
415,0,0
416,0,0
417,0,0
418,0,0
419,0,0
420,0,1000
421,0,1000
422,0,1000
423,0,1000
424,0,1000
425,0,1000
426,0,1000
427,0,1000
428,0,1000
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0
434,0,0
435,0,0
436,0,0
437,0,0
438,0,0
439,0,0
440,0,0
441,0,1000
442,0,1000
443,0,1000
444,0,0
445,0,0
446,0,0
447,10000,0
448,0,0
449,0,0
450,0,0
451,0,0
452,0,1000
453,0,1000
454,0,1000
455,0,1000
456,0,1000
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0,0
464,0,0
465,0,0
466,0,0
467,0,0
468,0,1000
469,0,1000
470,0,1000
471,0,1000
472,0,1000
473,0,1000
474,0,1000
475,0,1000
476,0,0
477,0,0
478,0,0
479,0,1000
480,0,1000
481,0,1000
482,0,1000
483,0,1000
484,0,0
485,0,0
486,0,1000
487,0,1000
488,0,1000
489,0,0
490,0,0
491,10000,0
492,0,0
493,0,1000
494,0,1000
495,0,1000
496,0,1000
497,0,0
498,0,0
499,10000,0
500,0,0
501,0,0
502,0,1000
503,0,1000
504,0,1000
505,0,1000
506,0,1000
507,0,1000
508,0,0
509,0,0
510,0,0
511,0,1000
512,0,1000
513,0,0
514,0,0
515,10000,0
516,0,1000
517,0,1000
518,0,1000
519,0,0
520,0,0
521,0,1000
522,0,0
523,0,0
524,0,0
525,0,1000
526,0,1000
527,0,0
528,0,1000
529,0,1000
530,0,0
531,0,0
532,0,1000
533,0,0
534,0,0
535,0,1000
536,0,1000
537,0,0
538,0,0
539,0,1000
540,0,0
541,0,0
542,0,1000
543,0,1000
544,0,1000
545,0,1000
546,0,0
547,0,1000
548,10000,0
549,0,1000
550,0,1000
551,0,0
552,0,1000
553,0,0
554,0,0
555,0,1000
556,0,1000
557,0,0
558,0,0
559,0,1000
560,0,1000
561,10000,1000
562,0,0
563,0,1000
564,0,0
565,0,0
566,0,1000
567,0,0
568,0,0
569,0,1000
570,0,0
571,0,1000
572,0,1000
573,0,1000
574,0,1000
575,0,1000
576,0,1000
577,0,0
578,0,1000
579,0,0
580,0,0
581,0,1000
582,0,0
583,0,1000
584,0,1000
585,0,0
586,0,1000
587,0,0
588,0,1000
589,0,1000
590,0,1000
591,0,0
592,0,0
593,0,1000
594,0,1000
595,0,0
596,0,1000
597,0,0
598,0,1000
599,0,0
600,0,1000
601,0,1000
602,0,1000
603,0,0
604,0,1000
605,0,0
606,0,1000
607,0,0
608,0,1000
609,10000,0
610,0,1000
611,10000,1000
612,0,0
613,0,1000
614,0,0
615,0,1000
616,0,0
617,0,1000
618,0,0
619,0,1000
620,0,1000
621,0,0
622,0,1000
623,0,0
624,0,1000
625,0,0
626,0,1000
627,0,1000
628,0,1000
629,0,1000
630,0,1000
631,0,1000
632,0,0
633,0,1000
634,0,1000
635,0,0
636,0,1000
637,0,0
638,0,1000
639,0,1000
640,0,1000
641,10000,0
642,0,1000
643,0,0
644,0,1000
645,0,1000
646,0,0
647,0,1000
648,0,0
649,0,1000
650,0,1000
651,0,0
652,0,1000
653,0,0
654,0,1000
655,0,1000
656,0,0
657,0,1000
658,0,1000
659,0,0
660,0,0
661,0,1000
662,0,1000
663,0,0
664,0,0
665,10000,1000
666,0,2000
667,0,1000
668,0,1000
669,0,1000
670,0,1000
671,0,1000
672,10000,1000
673,0,1000
674,0,1000
675,0,2000
676,0,2000
677,0,1000
678,0,1000
679,0,1000
680,0,1000
681,10000,1000
682,0,1000
683,0,1000
684,0,1000
685,10000,1000
686,0,1000
687,0,1000
688,0,1000
689,10000,1000
690,0,1000
691,0,1000
692,0,1000
693,0,1000
694,10000,1000
695,0,1000
696,0,1000
697,0,0
698,10000,1000
699,0,2000
700,0,2000
701,0,1000
702,10000,1000
703,0,1000
704,0,1000
705,0,1000
706,10000,1000
707,0,1000
708,0,1000
709,0,1000
710,10000,1000
711,0,1000
712,0,1000
713,0,1000
714,0,1000
715,10000,1000
716,0,1000
717,0,1000
718,0,1000
719,0,1000
720,0,1000
721,0,1000
722,0,1000
723,0,1000
724,0,1000
725,0,1000
726,10000,1000
727,0,1000
728,0,1000
729,0,1000
730,0,1000
731,0,1000
732,10000,1000
733,0,1000
734,0,0
735,0,1000
736,10000,1000
737,0,1000
738,0,1000
739,0,1000
740,10000,1000
741,0,1000
742,0,1000
743,10000,1000
744,0,2000
745,0,1000
746,10000,2000
747,0,2000
748,10000,1000
749,0,1000
750,0,1000
751,0,1000
752,0,1000
753,0,1000
754,0,1000
755,0,2000
756,0,1000
757,10000,1000
758,0,1000
759,0,1000
760,10000,1000
761,0,1000
762,0,1000
763,0,1000
764,10000,1000
765,0,1000
766,0,1000
767,0,1000
768,0,1000
769,10000,2000
770,0,2000
771,0,1000
772,0,1000
773,0,1000
774,10000,1000
775,0,1000
776,0,1000
777,0,0
778,10000,1000
779,0,1000
780,0,1000
781,0,1000
782,0,1000
783,10000,1000
784,0,2000
785,0,1000
786,10000,1000
787,10000,1000
788,0,1000
789,0,1000
790,0,1000
791,0,1000
792,0,1000
793,0,2000
794,10000,2000
795,0,2000
796,0,1000
797,0,2000
798,0,1000
799,0,1000
800,0,1000
801,0,1000
802,0,1000
803,0,1000
804,10000,2000
805,0,1000
806,10000,1000
807,0,1000
808,0,1000
809,0,1000
810,0,2000
811,0,2000
812,10000,1000
813,0,1000
814,10000,1000
815,0,1000
816,0,1000
817,0,1000
818,0,1000
819,10000,1000
820,0,1000
821,0,1000
822,0,2000
823,0,1000
824,0,1000
825,0,1000
826,0,1000
827,0,2000
828,0,1000
829,0,1000
830,0,1000
831,0,1000
832,0,1000
833,0,1000
834,0,1000
835,0,1000
836,0,2000
837,0,1000
838,0,1000
839,0,1000
840,0,1000
841,0,1000
842,0,2000
843,0,2000
844,0,2000
845,0,0
846,0,2000
847,0,1000
848,0,1000
849,0,1000
850,0,1000
851,0,0
852,10000,2000
853,10000,1000
854,0,1000
855,0,1000
856,0,1000
857,10000,1000
858,0,1000
859,0,1000
860,0,2000
861,10000,1000
862,0,1000
863,0,1000
864,0,1000
865,10000,1000
866,0,1000
867,0,1000
868,0,1000
869,10000,1000
870,10000,2000
871,0,2000
872,0,1000
873,0,1000
874,0,1000
875,0,1000
876,0,1000
877,10000,2000
878,10000,2000
879,0,1000
880,0,1000
881,0,2000
882,0,2000
883,0,1000
884,0,1000
885,0,1000
886,0,1000
887,0,2000
888,0,1000
889,0,1000
890,10000,1000
891,0,1000
892,0,1000
893,0,2000
894,10000,2000
895,0,1000
896,0,2000
897,10000,1000
898,0,1000
899,0,1000
900,0,2000
901,0,1000
902,0,1000
903,10000,2000
904,0,1000
905,0,1000
906,10000,2000
907,0,0
908,0,1000
909,0,1000
910,10000,1000
911,0,1000
912,0,1000
913,0,1000
914,0,2000
915,0,1000
916,0,1000
917,0,1000
918,0,2000
919,0,1000
920,0,1000
921,0,1000
922,0,1000
923,0,1000
924,0,1000
925,0,1000
926,10000,1000
927,0,1000
928,0,1000
929,0,1000
930,10000,1000
931,0,1000
932,10000,2000
933,0,1000
934,10000,1000
935,0,1000
936,0,1000
937,10000,2000
938,0,1000
939,0,1000
940,10000,1000
941,0,1000
942,10000,1000
943,0,1000
944,10000,1000
945,0,2000
946,0,2000
947,10000,1000
948,0,2000
949,0,1000
950,0,1000
951,0,1000
952,0,1000
953,0,1000
954,0,1000
955,0,1000
956,0,1000
957,0,1000
958,10000,2000
959,0,1000
960,0,1000
961,10000,2000
962,10000,1000
963,0,1000
964,10000,1000
965,0,1000
966,10000,1000
967,0,1000
968,0,1000
969,0,2000
970,0,1000
971,0,1000
972,0,2000
973,0,1000
974,0,2000
975,0,2000
976,0,2000
977,0,1000
978,0,2000
979,0,2000
980,0,2000
981,0,2000
982,0,1000
983,0,1000
984,0,2000
985,0,1000
986,0,2000
987,10000,1000
988,0,2000
989,10000,2000
990,0,1000
991,0,2000
992,0,1000
993,0,2000
994,10000,1000
995,0,2000
996,0,1000
997,10000,2000
998,0,1000
999,0,2000
1000,0,1000
1001,0,2000
1002,10000,1000
1003,0,2000
1004,0,1000
1005,0,2000
1006,0,1000
1007,10000,1000
1008,10000,2000
1009,0,1000
1010,10000,2000
1011,10000,1000
1012,0,2000
1013,0,2000
1014,0,1000
1015,10000,2000
1016,0,1000
1017,10000,1000
1018,0,1000
1019,0,2000
1020,0,1000
1021,0,2000
1022,0,1000
1023,0,2000
1024,0,1000
1025,10000,1000
1026,0,1000
1027,0,2000
1028,0,1000
1029,0,2000
1030,10000,2000
1031,10000,1000
1032,0,2000
1033,0,1000
1034,0,2000
1035,0,1000
1036,10000,2000
1037,0,1000
1038,0,2000
1039,0,2000
1040,10000,2000
1041,0,1000
1042,0,2000
1043,0,1000
1044,0,1000
1045,10000,1000
1046,0,1000
1047,0,1000
1048,0,2000
1049,0,1000
1050,0,2000
1051,0,1000
1052,0,1000
1053,0,2000
1054,0,1000
1055,0,2000
1056,0,1000
1057,0,2000
1058,10000,1000
1059,0,1000
1060,0,1000
1061,0,2000
1062,0,1000
1063,10000,1000
1064,0,2000
1065,10000,1000
1066,10000,2000
1067,0,2000
1068,10000,1000
1069,0,1000
1070,0,2000
1071,10000,2000
1072,10000,1000
1073,0,1000
1074,0,1000
1075,0,2000
1076,0,2000
1077,0,1000
1078,10000,2000
1079,10000,1000
1080,0,1000
1081,0,2000
1082,10000,1000
1083,0,1000
1084,0,1000
1085,0,1000
1086,0,1000
1087,0,1000
1088,0,2000
1089,10000,2000
1090,10000,1000
1091,0,2000
1092,0,2000
1093,0,1000
1094,0,1000
1095,0,2000
1096,0,2000
1097,10000,2000
1098,0,1000
1099,0,1000
1100,0,2000
1101,0,1000
1102,0,1000
1103,10000,2000
1104,10000,2000
1105,0,1000
1106,0,1000
1107,0,1000
1108,10000,2000
1109,0,1000
1110,0,1000
1111,0,2000
1112,0,2000
1113,0,1000
1114,0,2000
1115,0,1000
1116,10000,1000
1117,0,1000
1118,0,1000
1119,0,2000
1120,0,2000
1121,0,2000
1122,0,2000
1123,0,1000
1124,0,1000
1125,0,1000
1126,0,1000
1127,0,1000
1128,0,1000
1129,10000,1000
1130,10000,2000
1131,0,1000
1132,0,1000
1133,0,2000
1134,0,1000
1135,0,1000
1136,0,1000
1137,0,1000
1138,0,2000
1139,0,2000
1140,10000,2000
1141,0,1000
1142,0,1000
1143,0,1000
1144,0,2000
1145,0,2000
1146,0,2000
1147,0,2000
1148,0,2000
1149,10000,1000
1150,10000,2000
1151,0,2000
1152,0,2000
1153,10000,1000
1154,10000,2000
1155,0,1000
1156,10000,2000
1157,0,2000
1158,0,2000
1159,0,2000
1160,0,2000
1161,10000,2000
1162,10000,2000
1163,0,2000
1164,0,2000
1165,0,2000
1166,10000,1000
1167,0,1000
1168,0,1000
1169,0,2000
1170,10000,2000
1171,10000,2000
1172,0,1000
1173,0,2000
1174,0,1000
1175,0,1000
1176,0,1000
1177,0,2000
1178,0,3000
1179,0,1000
1180,0,2000
1181,0,2000
1182,0,1000
1183,10000,2000
1184,0,2000
1185,0,1000
1186,10000,2000
1187,0,2000
1188,0,2000
1189,0,2000
1190,10000,2000
1191,10000,2000
1192,0,2000
1193,0,2000
1194,0,2000
1195,10000,2000
1196,0,2000
1197,0,2000
1198,10000,2000
1199,0,2000
1200,10000,1000
1201,0,2000
1202,10000,2000
1203,0,2000
1204,10000,2000
1205,10000,2000
1206,0,2000
1207,0,1000
1208,0,1000
1209,0,1000
1210,10000,1000
1211,0,1000
1212,0,1000
1213,10000,1000
1214,0,2000
1215,0,2000
1216,0,2000
1217,0,1000
1218,10000,1000
1219,0,2000
1220,0,2000
1221,0,2000
1222,0,2000
1223,0,1000
1224,0,1000
1225,0,2000
1226,0,2000
1227,10000,1000
1228,10000,1000
1229,0,1000
1230,0,2000
1231,0,2000
1232,0,1000
1233,0,1000
1234,0,2000
1235,0,2000
1236,0,2000
1237,0,2000
1238,0,1000
1239,10000,2000
1240,10000,2000
1241,0,2000
1242,0,2000
1243,0,1000
1244,0,1000
1245,10000,2000
1246,10000,2000
1247,0,2000
1248,10000,2000
1249,0,2000
1250,0,1000
1251,10000,2000
1252,10000,2000
1253,0,2000
1254,0,2000
1255,0,2000
1256,0,1000
1257,0,2000
1258,10000,2000
1259,0,1000
1260,0,2000
1261,0,2000
1262,0,1000
1263,0,2000
1264,0,2000
1265,10000,1000
1266,10000,1000
1267,0,2000
1268,10000,2000
1269,0,1000
1270,0,2000
1271,0,2000
1272,0,2000
1273,0,2000
1274,0,2000
1275,0,1000
1276,10000,1000
1277,0,2000
1278,0,2000
1279,0,1000
1280,10000,2000
1281,10000,2000
1282,0,2000
1283,0,1000
1284,0,2000
1285,10000,2000
1286,10000,1000
1287,0,2000
1288,0,2000
1289,0,1000
1290,0,2000
1291,0,2000
1292,0,2000
1293,0,1000
1294,10000,2000
1295,0,2000
1296,10000,1000
1297,10000,2000
1298,0,2000
1299,0,2000
1300,10000,2000
1301,10000,1000
1302,10000,2000
1303,10000,2000
1304,10000,1000
1305,0,2000
1306,0,2000
1307,0,2000
1308,10000,2000
1309,0,2000
1310,0,2000
1311,0,1000
1312,0,2000
1313,10000,2000
1314,0,2000
1315,10000,2000
1316,0,3000
1317,0,2000
1318,0,1000
1319,10000,2000
1320,10000,1000
1321,10000,2000
1322,10000,2000
1323,10000,1000
1324,0,2000
1325,0,2000
1326,0,1000
1327,10000,2000
1328,0,2000
1329,10000,1000
1330,0,2000
1331,10000,2000
1332,0,2000
1333,0,2000
1334,10000,2000
1335,0,2000
1336,0,2000
1337,0,2000
1338,0,2000
1339,0,2000
1340,0,2000
1341,10000,2000
1342,0,1000
1343,10000,2000
1344,0,3000
1345,0,2000
1346,10000,2000
1347,10000,2000
1348,10000,2000
1349,10000,2000
1350,0,2000
1351,0,2000
1352,10000,2000
1353,0,2000
1354,0,2000
1355,10000,2000
1356,0,2000
1357,10000,2000
1358,0,3000
1359,0,2000
1360,0,2000
1361,10000,2000
1362,10000,2000
1363,10000,2000
1364,10000,2000
1365,0,2000
1366,0,2000
1367,0,2000
1368,10000,2000
1369,0,2000
1370,10000,2000
1371,0,2000
1372,0,2000
1373,10000,2000
1374,10000,2000
1375,0,3000
1376,10000,2000
1377,10000,2000
1378,10000,3000
1379,0,2000
1380,10000,2000
1381,0,2000
1382,10000,2000
1383,10000,2000
1384,10000,2000
1385,10000,2000
1386,10000,2000
1387,10000,2000
1388,10000,2000
1389,10000,2000
1390,0,2000
1391,10000,2000
1392,0,3000
1393,0,2000
1394,0,2000
1395,0,2000
1396,10000,2000
1397,0,2000
1398,10000,2000
1399,0,3000
1400,0,2000
1401,0,2000
1402,0,2000
1403,0,2000
1404,0,2000
1405,0,3000
1406,0,2000
1407,0,2000
1408,0,2000
1409,0,2000
1410,0,2000
1411,10000,2000
1412,0,2000
1413,0,2000
1414,0,2000
1415,0,2000
1416,10000,2000
1417,0,2000
1418,10000,2000
1419,0,2000
1420,10000,3000
1421,0,2000
1422,0,3000
1423,0,2000
1424,10000,2000
1425,0,2000
1426,0,2000
1427,0,2000
1428,10000,3000
1429,0,2000
1430,0,2000
1431,0,2000
1432,10000,3000
1433,0,2000
1434,0,2000
1435,0,2000
1436,0,2000
1437,10000,2000
1438,10000,2000
1439,0,2000
1440,0,2000
1441,0,3000
1442,0,2000
1443,10000,2000
1444,0,2000
1445,10000,2000
1446,10000,2000
1447,10000,2000
1448,0,2000
1449,0,2000
1450,0,2000
1451,10000,2000
1452,0,2000
1453,0,2000
1454,0,2000
1455,0,2000
1456,10000,2000
1457,10000,2000
1458,10000,2000
1459,0,2000
1460,0,2000
1461,10000,3000
1462,10000,3000
1463,0,2000
1464,0,2000
1465,10000,2000
1466,0,3000
1467,0,3000
1468,0,2000
1469,10000,2000
1470,0,2000
1471,10000,3000
1472,10000,3000
1473,10000,3000
1474,10000,2000
1475,0,2000
1476,0,2000
1477,0,2000
1478,0,3000
1479,10000,3000
1480,0,3000
1481,10000,2000
1482,0,2000
1483,0,2000
1484,0,2000
1485,10000,2000
1486,0,2000
1487,10000,2000
1488,0,3000
1489,0,2000
1490,0,2000
1491,10000,3000
1492,0,2000
1493,0,2000
1494,10000,3000
1495,10000,3000
1496,0,2000
1497,0,2000
1498,10000,2000
1499,0,2000
1500,10000,2000
1501,0,3000
1502,0,2000
1503,0,2000
1504,10000,3000
1505,10000,3000
1506,10000,2000
1507,0,2000
1508,0,3000
1509,0,2000
1510,10000,3000
1511,10000,3000
1512,0,3000
1513,10000,4000
1514,0,2000
1515,10000,2000
1516,0,3000
1517,10000,2000
1518,10000,3000
1519,10000,2000
1520,0,2000
1521,10000,2000
1522,0,2000
1523,10000,2000
1524,10000,2000
1525,10000,2000
1526,10000,2000
1527,0,2000
1528,0,3000
1529,0,3000
1530,10000,2000
1531,10000,2000
1532,10000,3000
1533,10000,2000
1534,0,2000
1535,0,2000
1536,10000,2000
1537,10000,2000
1538,0,2000
1539,0,2000
1540,0,3000
1541,0,2000
1542,0,2000
1543,0,2000
1544,10000,2000
1545,0,2000
1546,0,2000
1547,0,2000
1548,0,2000
1549,10000,2000
1550,0,2000
1551,10000,2000
1552,10000,2000
1553,10000,2000
1554,0,3000
1555,0,2000
1556,0,2000
1557,10000,3000
1558,10000,2000
1559,10000,2000
1560,0,2000
1561,10000,2000
1562,10000,3000
1563,0,3000
1564,0,2000
1565,0,2000
1566,0,3000
1567,0,3000
1568,0,2000
1569,0,3000
1570,0,3000
1571,10000,3000
1572,10000,2000
1573,10000,2000
1574,0,2000
1575,0,3000
1576,0,3000
1577,0,3000
1578,10000,2000
1579,10000,3000
1580,0,2000
1581,0,2000
1582,0,3000
1583,0,3000
1584,0,2000
1585,10000,3000
1586,10000,2000
1587,0,2000
1588,10000,2000
1589,0,2000
1590,10000,3000
1591,0,3000
1592,0,3000
1593,0,3000
1594,10000,3000
1595,0,2000
1596,0,3000
1597,0,2000
1598,0,4000
1599,0,2000
1600,10000,2000
1601,10000,3000
1602,0,2000
1603,0,3000
1604,10000,3000
1605,10000,3000
1606,0,2000
1607,10000,2000
1608,10000,3000
1609,10000,2000
1610,10000,2000
1611,10000,3000
1612,10000,2000
1613,10000,3000
1614,0,2000
1615,0,2000
1616,0,4000
1617,10000,2000
1618,10000,3000
1619,10000,2000
1620,10000,3000
1621,10000,3000
1622,10000,2000
1623,10000,2000
1624,10000,2000
1625,0,3000
1626,10000,1000
1627,10000,3000
1628,0,2000
1629,0,2000
1630,10000,3000
1631,10000,3000
1632,10000,3000
1633,10000,3000
1634,10000,3000
1635,0,2000
1636,0,3000
1637,10000,3000
1638,0,2000
1639,10000,3000
1640,0,3000
1641,10000,2000
1642,10000,3000
1643,10000,3000
1644,0,2000
1645,10000,3000
1646,0,3000
1647,0,3000
1648,0,3000
1649,10000,3000
1650,10000,2000
1651,10000,2000
1652,0,3000
1653,10000,4000
1654,0,3000
1655,10000,2000
1656,0,3000
1657,10000,3000
1658,0,3000
1659,10000,2000
1660,0,3000
1661,10000,3000
1662,10000,3000
1663,10000,2000
1664,0,3000
1665,0,3000
1666,10000,3000
1667,0,3000
1668,0,3000
1669,0,3000
1670,10000,2000
1671,0,3000
1672,10000,2000
1673,0,3000
1674,10000,2000
1675,0,2000
1676,0,3000
1677,0,2000
1678,0,2000
1679,0,3000
1680,10000,3000
1681,10000,2000
1682,10000,3000
1683,10000,2000
1684,0,2000
1685,10000,2000
1686,0,3000
1687,0,2000
1688,0,2000
1689,10000,3000
1690,10000,3000
1691,10000,3000
1692,0,3000
1693,10000,2000
1694,10000,3000
1695,10000,2000
1696,10000,2000
1697,10000,3000
1698,10000,2000
1699,0,3000
1700,0,2000
1701,0,2000
1702,10000,3000
1703,0,2000
1704,10000,2000
1705,0,3000
1706,10000,3000
1707,10000,2000
1708,10000,3000
1709,10000,2000
1710,0,2000
1711,0,3000
1712,10000,2000
1713,10000,3000
1714,0,2000
1715,10000,2000
1716,0,2000
1717,10000,3000
1718,0,3000
1719,0,3000
1720,0,2000
1721,0,2000
1722,0,2000
1723,10000,2000
1724,10000,2000
1725,0,3000
1726,10000,3000
1727,0,2000
1728,10000,3000
1729,0,3000
1730,10000,2000
1731,10000,3000
1732,10000,3000
1733,10000,2000
1734,10000,3000
1735,10000,3000
1736,0,2000
1737,10000,3000
1738,0,3000
1739,0,3000
1740,10000,4000
1741,0,3000
1742,10000,3000
1743,0,2000
1744,10000,2000
1745,10000,4000
1746,0,3000
1747,0,2000
1748,0,2000
1749,10000,3000
1750,0,4000
1751,0,3000
1752,10000,3000
1753,10000,3000
1754,10000,2000
1755,10000,2000
1756,10000,3000
1757,0,3000
1758,10000,2000
1759,0,3000
1760,10000,2000
1761,0,3000
1762,10000,3000
1763,0,2000
1764,0,3000
1765,0,2000
1766,10000,2000
1767,0,3000
1768,0,3000
1769,0,2000
1770,10000,3000
1771,0,3000
1772,10000,2000
1773,10000,3000
1774,0,3000
1775,0,2000
1776,10000,3000
1777,0,2000
1778,0,2000
1779,0,3000
1780,10000,2000
1781,0,3000
1782,10000,3000
1783,0,3000
1784,0,3000
1785,0,3000
1786,10000,2000
1787,10000,2000
1788,10000,3000
1789,0,2000
1790,0,3000
1791,0,2000
1792,10000,3000
1793,0,3000
1794,10000,3000
1795,0,2000
1796,0,3000
1797,10000,3000
1798,0,2000
1799,0,2000
1800,10000,2000
1801,0,3000
1802,10000,2000
1803,0,3000
1804,10000,2000
1805,0,3000
1806,10000,3000
1807,10000,2000
1808,0,2000
1809,0,3000
1810,0,3000
1811,0,3000
1812,10000,3000
1813,10000,3000
1814,0,3000
1815,0,2000
1816,10000,3000
1817,0,3000
1818,10000,3000
1819,0,2000
1820,10000,2000
1821,10000,3000
1822,0,3000
1823,10000,3000
1824,10000,2000
1825,0,2000
1826,0,3000
1827,10000,2000
1828,0,2000
1829,10000,3000
1830,0,3000
1831,10000,3000
1832,10000,2000
1833,0,3000
1834,10000,3000
1835,0,2000
1836,0,2000
1837,10000,3000
1838,0,2000
1839,10000,2000
1840,0,2000
1841,0,3000
1842,0,3000
1843,10000,2000
1844,0,2000
1845,0,2000
1846,10000,3000
1847,0,2000
1848,10000,2000
1849,10000,3000
1850,0,3000
1851,0,2000
1852,10000,3000
1853,10000,3000
1854,0,2000
1855,0,2000
1856,10000,3000
1857,10000,3000
1858,0,3000
1859,10000,3000
1860,0,3000
1861,10000,3000
1862,0,3000
1863,10000,3000
1864,10000,2000
1865,0,2000
1866,10000,3000
1867,0,2000
1868,0,3000
1869,10000,3000
1870,0,2000
1871,0,2000
1872,10000,3000
1873,0,2000
1874,0,2000
1875,0,2000
