N,Bubble,qsort
2597,23.294000,0.297000
2598,23.760000,0.339000
2599,21.731000,0.339000
2600,23.929000,0.417000
2601,23.866000,0.296000
2602,23.001000,0.323000
2603,23.805000,0.350000
2604,23.024000,0.335000
2605,24.269000,0.301000
2606,23.720000,0.322000
2607,23.644000,0.339000
2608,22.956000,0.338000
2609,24.289000,0.339000
2610,24.042000,0.294000
2611,23.773000,0.333000
2612,22.444000,0.408000
2613,23.223000,0.296000
2614,23.180000,0.337000
2615,24.539000,0.331000
2616,23.606000,0.345000
2617,22.295000,0.299000
2618,23.991000,0.329000
2619,23.123000,0.297000
2620,24.289000,0.297000
2621,22.641000,0.335000
2622,23.203000,0.299000
2623,24.036000,0.298000
2624,23.744000,0.299000
2625,23.718000,0.363000
2626,22.837000,0.307000
2627,24.153000,0.305000
2628,23.840000,0.312000
2629,24.396000,0.345000
2630,22.807000,0.300000
2631,24.837000,0.308000
2632,23.593000,0.297000
2633,24.665000,0.352000
2634,23.309000,0.346000
2635,23.006000,0.301000
2636,24.850000,0.300000
2637,23.612000,0.301000
2638,24.181000,0.303000
2639,23.545000,0.335000
2640,24.828000,0.301000
2641,24.603000,0.300000
2642,24.201000,0.301000
2643,23.740000,0.342000
2644,23.251000,0.337000
2645,23.824000,0.301000
2646,24.282000,0.299000
2647,23.853000,0.298000
2648,24.372000,0.410000
2649,23.592000,0.339000
2650,24.341000,0.298000
2651,24.332000,0.301000
2652,24.220000,0.343000
2653,24.410000,0.345000
2654,24.325000,0.304000
2655,24.248000,0.339000
2656,23.845000,0.304000
2657,25.097000,0.342000
2658,24.260000,0.298000
2659,23.264000,0.297000
2660,26.021000,0.339000
2661,25.064000,0.302000
2662,24.529000,0.357000
2663,24.018000,0.349000
2664,24.189000,0.302000
2665,25.772000,0.307000
2666,24.774000,0.348000
2667,25.151000,0.301000
2668,25.563000,0.406000
2669,23.889000,0.342000
2670,24.581000,0.301000
2671,24.652000,0.305000
2672,24.185000,0.307000
2673,24.777000,0.322000
2674,23.550000,0.338000
2675,24.296000,0.318000
2676,24.981000,0.339000
2677,24.532000,0.352000
2678,25.270000,0.346000
2679,23.962000,0.370000
2680,23.834000,0.306000
2681,25.033000,0.311000
2682,25.308000,0.344000
2683,25.414000,0.348000
2684,25.065000,0.362000
2685,24.313000,0.337000
2686,24.793000,0.302000
2687,25.569000,0.305000
2688,24.981000,0.343000
2689,25.477000,0.312000
2690,24.877000,0.336000
2691,23.537000,0.311000
2692,24.671000,0.315000
2693,25.582000,0.307000
2694,24.492000,0.302000
2695,24.526000,0.376000
2696,23.673000,0.309000
2697,24.824000,0.305000
2698,25.114000,0.304000
2699,25.231000,0.308000
2700,25.623000,0.348000
2701,24.414000,0.365000
2702,24.948000,0.309000
2703,25.531000,0.308000
2704,25.115000,0.343000
2705,25.321000,0.305000
2706,25.660000,0.348000
2707,23.553000,0.311000
2708,25.617000,0.309000
2709,25.710000,0.310000
2710,24.937000,0.308000
2711,25.216000,0.350000
2712,24.292000,0.425000
2713,24.816000,0.308000
2714,25.756000,0.313000
2715,25.316000,0.348000
2716,25.870000,0.309000
2717,25.619000,0.367000
2718,25.359000,0.366000
2719,26.197000,0.312000
2720,25.667000,0.310000
2721,25.233000,0.311000
2722,25.860000,0.308000
2723,28.578000,0.383000
2724,25.229000,0.383000
2725,25.232000,0.309000
2726,27.130000,0.351000
2727,26.031000,0.316000
2728,27.286000,0.354000
2729,25.774000,0.316000
2730,24.373000,0.343000
2731,26.113000,0.311000
2732,26.143000,0.314000
2733,26.209000,0.354000
2734,26.715000,0.313000
2735,25.363000,0.384000
2736,26.127000,0.314000
2737,25.973000,0.319000
2738,25.992000,0.318000
2739,25.889000,0.314000
2740,25.828000,0.329000
2741,25.225000,0.338000
2742,26.207000,0.315000
2743,26.244000,0.313000
2744,26.426000,0.351000
2745,25.911000,0.327000
2746,25.944000,0.370000
2747,26.200000,0.354000
2748,25.978000,0.312000
2749,26.797000,0.320000
2750,25.956000,0.352000
2751,26.262000,0.314000
2752,25.981000,0.360000
2753,25.738000,0.355000
2754,26.654000,0.316000
2755,26.930000,0.314000
2756,26.186000,0.359000
2757,27.930000,0.316000
2758,27.414000,0.327000
2759,25.527000,0.312000
2760,26.461000,0.377000
2761,26.464000,0.319000
2762,26.920000,0.340000
2763,25.891000,0.339000
2764,26.175000,0.385000
2765,26.191000,0.313000
2766,26.375000,0.318000
2767,26.513000,0.312000
2768,26.581000,0.361000
2769,26.251000,0.358000
2770,25.903000,0.395000
2771,27.016000,0.318000
2772,26.517000,0.314000
2773,26.653000,0.365000
2774,26.567000,0.342000
2775,26.558000,0.327000
2776,25.987000,0.363000
2777,26.824000,0.319000
2778,26.316000,0.316000
2779,26.342000,0.342000
2780,27.097000,0.317000
2781,26.577000,0.391000
2782,26.639000,0.450000
2783,25.988000,0.318000
2784,26.966000,0.318000
2785,26.870000,0.317000
2786,27.073000,0.378000
2787,26.924000,0.314000
2788,27.099000,0.369000
2789,26.234000,0.369000
2790,27.000000,0.322000
2791,27.531000,0.316000
2792,26.955000,0.319000
2793,26.442000,0.361000
2794,26.982000,0.322000
2795,26.730000,0.392000
2796,26.734000,0.362000
2797,27.584000,0.320000
2798,27.540000,0.402000
2799,27.659000,0.320000
2800,27.375000,0.320000
2801,27.175000,0.399000
2802,27.835000,0.419000
2803,25.907000,0.352000
2804,27.542000,0.371000
2805,27.253000,0.330000
2806,27.143000,0.320000
2807,27.486000,0.323000
2808,27.465000,0.320000
2809,26.759000,0.403000
2810,27.129000,0.320000
2811,27.984000,0.323000
2812,28.405000,0.328000
2813,27.326000,0.389000
2814,27.588000,0.332000
2815,27.651000,0.363000
2816,26.733000,0.370000
2817,27.068000,0.371000
2818,27.451000,0.323000
2819,27.313000,0.338000
2820,28.248000,0.321000
2821,27.682000,0.325000
2822,28.229000,0.326000
2823,27.410000,0.327000
2824,26.842000,0.403000
2825,31.561000,0.472000
2826,29.284000,0.330000
2827,27.539000,0.320000
2828,26.473000,0.324000
2829,28.275000,0.330000
2830,27.724000,0.366000
2831,27.960000,0.360000
2832,27.008000,0.319000
2833,28.542000,0.323000
2834,27.271000,0.364000
2835,27.348000,0.372000
2836,29.269000,0.435000
2837,27.657000,0.322000
2838,27.883000,0.329000
2839,27.846000,0.324000
2840,27.792000,0.359000
2841,27.710000,0.365000
2842,27.027000,0.328000
2843,27.883000,0.353000
2844,26.649000,0.369000
2845,27.018000,0.372000
2846,27.503000,0.370000
2847,27.508000,0.324000
2848,27.192000,0.329000
2849,28.071000,0.339000
2850,27.707000,0.332000
2851,27.436000,0.367000
2852,29.035000,0.327000
2853,27.711000,0.327000
2854,27.356000,0.373000
2855,27.180000,0.445000
2856,27.043000,0.370000
2857,27.939000,0.350000
2858,27.467000,0.331000
2859,27.745000,0.329000
2860,27.965000,0.324000
2861,27.554000,0.368000
2862,28.587000,0.347000
2863,28.467000,0.365000
2864,27.805000,0.371000
2865,27.521000,0.380000
2866,28.493000,0.372000
2867,27.422000,0.374000
2868,27.650000,0.367000
2869,28.205000,0.329000
2870,28.131000,0.333000
2871,28.286000,0.350000
2872,27.527000,0.332000
2873,28.762000,0.327000
2874,27.961000,0.357000
2875,27.839000,0.350000
2876,28.063000,0.355000
2877,28.098000,0.368000
2878,27.712000,0.374000
2879,28.072000,0.382000
2880,28.154000,0.330000
2881,28.700000,0.348000
2882,27.740000,0.331000
2883,28.560000,0.326000
2884,28.159000,0.328000
2885,28.185000,0.380000
2886,28.073000,0.330000
2887,28.373000,0.330000
2888,28.599000,0.372000
2889,28.519000,0.339000
2890,30.356000,0.373000
2891,29.015000,0.372000
2892,28.025000,0.341000
2893,27.611000,0.375000
2894,28.972000,0.378000
2895,29.037000,0.331000
2896,28.211000,0.374000
2897,28.423000,0.338000
2898,29.440000,0.333000
2899,28.514000,0.373000
2900,28.721000,0.336000
2901,28.340000,0.357000
2902,28.645000,0.335000
2903,28.405000,0.336000
2904,28.323000,0.335000
2905,28.345000,0.373000
2906,28.649000,0.381000
2907,28.356000,0.374000
2908,28.833000,0.369000
2909,28.746000,0.376000
2910,28.774000,0.334000
2911,28.235000,0.334000
2912,29.399000,0.338000
2913,29.170000,0.339000
2914,28.851000,0.358000
2915,28.399000,0.331000
2916,29.623000,0.334000
2917,29.128000,0.333000
2918,29.893000,0.375000
2919,29.517000,0.335000
2920,29.469000,0.335000
2921,29.005000,0.338000
2922,29.007000,0.379000
2923,30.367000,0.336000
2924,29.131000,0.340000
2925,31.498000,0.336000
2926,29.280000,0.385000
2927,31.626000,0.374000
2928,30.308000,0.336000
2929,28.973000,0.335000
2930,29.177000,0.366000
2931,28.917000,0.366000
2932,29.901000,0.395000
2933,29.878000,0.392000
2934,28.545000,0.473000
2935,29.193000,0.394000
2936,29.291000,0.397000
2937,29.292000,0.335000
2938,29.201000,0.379000
2939,29.817000,0.341000
2940,31.732000,0.382000
2941,29.925000,0.391000
2942,29.769000,0.391000
2943,29.679000,0.361000
2944,30.261000,0.335000
2945,30.106000,0.333000
2946,29.929000,0.335000
2947,29.161000,0.364000
2948,29.596000,0.340000
2949,29.842000,0.340000
2950,29.630000,0.354000
2951,28.970000,0.337000
2952,29.749000,0.363000
2953,30.523000,0.384000
2954,30.083000,0.368000
2955,29.339000,0.338000
2956,29.958000,0.341000
2957,30.431000,0.384000
2958,30.139000,0.339000
2959,29.658000,0.337000
2960,30.240000,0.376000
2961,29.493000,0.339000
2962,30.346000,0.341000
2963,30.038000,0.341000
2964,29.693000,0.383000
2965,29.916000,0.383000
2966,30.281000,0.379000
2967,30.179000,0.406000
2968,31.148000,0.390000
2969,29.447000,0.426000
2970,30.252000,0.387000
2971,30.391000,0.371000
2972,30.120000,0.431000
2973,29.670000,0.392000
2974,30.184000,0.413000
2975,30.583000,0.422000
2976,30.363000,0.382000
2977,29.777000,0.389000
2978,29.780000,0.389000
2979,31.375000,0.391000
2980,30.931000,0.389000
2981,30.839000,0.391000
2982,31.374000,0.386000
2983,30.074000,0.393000
2984,30.734000,0.403000
2985,30.737000,0.394000
2986,30.689000,0.394000
2987,29.937000,0.389000
2988,30.615000,0.398000
2989,32.824000,0.404000
2990,31.990000,0.393000
2991,29.835000,0.400000
2992,31.676000,0.390000
2993,31.057000,0.402000
2994,32.946000,0.346000
2995,30.651000,0.344000
2996,30.010000,0.384000
2997,31.647000,0.417000
2998,31.233000,0.387000
2999,30.780000,0.421000
3000,30.386000,0.355000
3001,29.924000,0.401000
3002,30.428000,0.385000
3003,31.258000,0.391000
3004,31.004000,0.401000
3005,30.684000,0.449000
3006,31.341000,0.359000
3007,30.921000,0.395000
3008,31.039000,0.404000
3009,31.092000,0.392000
3010,30.804000,0.384000
3011,31.262000,0.389000
3012,31.501000,0.386000
3013,31.141000,0.348000
3014,30.848000,0.382000
3015,31.362000,0.346000
3016,32.171000,0.350000
3017,31.146000,0.342000
3018,30.610000,0.349000
3019,31.422000,0.403000
3020,31.549000,0.357000
3021,31.690000,0.405000
3022,31.698000,0.347000
3023,31.304000,0.347000
3024,31.932000,0.397000
3025,32.191000,0.348000
3026,31.702000,0.348000
3027,31.470000,0.349000
3028,32.062000,0.394000
3029,32.001000,0.387000
3030,31.791000,0.349000
3031,31.191000,0.350000
3032,31.385000,0.349000
3033,31.771000,0.348000
3034,31.492000,0.348000
3035,31.350000,0.346000
3036,31.728000,0.367000
3037,31.546000,0.410000
3038,32.110000,0.395000
3039,31.374000,0.371000
3040,32.092000,0.349000
3041,33.251000,0.355000
3042,32.216000,0.347000
3043,31.836000,0.352000
3044,31.928000,0.352000
3045,31.406000,0.397000
3046,31.776000,0.359000
3047,31.849000,0.350000
3048,33.700000,0.351000
3049,32.112000,0.350000
3050,32.212000,0.394000
3051,31.259000,0.349000
3052,34.177000,0.361000
3053,33.027000,0.350000
3054,32.385000,0.350000
3055,30.912000,0.422000
3056,31.812000,0.396000
3057,32.169000,0.399000
3058,32.409000,0.350000
3059,32.101000,0.351000
3060,33.797000,0.363000
3061,32.232000,0.398000
3062,31.776000,0.399000
3063,32.056000,0.371000
3064,32.642000,0.352000
3065,31.652000,0.351000
3066,31.932000,0.348000
3067,31.372000,0.353000
3068,32.340000,0.357000
3069,31.613000,0.353000
3070,31.533000,0.356000
3071,31.636000,0.355000
3072,31.514000,0.354000
3073,31.587000,0.360000
3074,31.633000,0.379000
3075,31.273000,0.408000
3076,31.642000,0.427000
3077,31.739000,0.356000
3078,32.266000,0.400000
3079,32.578000,0.368000
3080,32.596000,0.352000
3081,32.201000,0.382000
3082,32.039000,0.352000
3083,32.138000,0.390000
3084,32.878000,0.376000
3085,32.234000,0.354000
3086,32.561000,0.355000
3087,32.134000,0.353000
3088,33.512000,0.397000
3089,32.218000,0.351000
3090,32.087000,0.358000
3091,32.039000,0.357000
3092,32.180000,0.359000
3093,32.987000,0.361000
3094,32.775000,0.406000
3095,33.174000,0.354000
3096,32.780000,0.385000
3097,33.791000,0.400000
3098,32.612000,0.362000
3099,32.758000,0.358000
3100,33.215000,0.401000
3101,33.347000,0.356000
3102,32.568000,0.412000
3103,32.481000,0.354000
3104,32.759000,0.358000
3105,32.830000,0.387000
3106,34.217000,0.358000
3107,33.353000,0.359000
3108,33.922000,0.403000
3109,32.957000,0.386000
3110,32.871000,0.375000
3111,32.973000,0.360000
3112,32.975000,0.355000
3113,34.229000,0.385000
3114,33.311000,0.399000
3115,34.210000,0.354000
3116,33.389000,0.363000
3117,33.353000,0.362000
3118,34.240000,0.404000
3119,32.922000,0.363000
3120,33.713000,0.408000
3121,33.547000,0.406000
3122,34.352000,0.367000
3123,33.652000,0.360000
3124,34.363000,0.369000
3125,33.161000,0.391000
3126,33.890000,0.370000
3127,34.319000,0.361000
3128,35.424000,0.409000
3129,32.999000,0.376000
3130,34.512000,0.407000
3131,40.710000,0.411000
3132,35.940000,0.409000
3133,34.386000,0.360000
3134,33.466000,0.397000
3135,33.252000,0.361000
3136,33.164000,0.408000
3137,33.660000,0.359000
3138,33.808000,0.360000
3139,34.266000,0.361000
3140,33.181000,0.361000
3141,33.736000,0.398000
3142,34.168000,0.364000
3143,33.227000,0.405000
3144,34.719000,0.393000
3145,33.678000,0.361000
3146,34.070000,0.362000
3147,33.558000,0.365000
3148,33.738000,0.391000
3149,33.943000,0.361000
3150,33.544000,0.408000
3151,33.638000,0.362000
3152,34.968000,0.363000
3153,34.188000,0.366000
3154,34.815000,0.418000
3155,33.882000,0.362000
3156,35.200000,0.379000
3157,34.642000,0.368000
3158,34.035000,0.409000
3159,34.040000,0.371000
3160,34.077000,0.367000
3161,35.611000,0.412000
3162,34.067000,0.397000
3163,34.666000,0.371000
3164,34.034000,0.387000
3165,34.721000,0.419000
3166,33.503000,0.372000
3167,34.485000,0.370000
3168,34.342000,0.373000
3169,33.785000,0.393000
3170,34.366000,0.367000
3171,35.188000,0.367000
3172,34.651000,0.397000
3173,34.032000,0.418000
3174,34.322000,0.369000
3175,36.004000,0.368000
3176,34.147000,0.369000
3177,34.757000,0.412000
3178,34.539000,0.368000
3179,34.636000,0.367000
3180,34.317000,0.365000
3181,35.306000,0.416000
3182,34.619000,0.370000
3183,34.463000,0.369000
3184,34.242000,0.369000
3185,35.320000,0.366000
3186,35.174000,0.371000
3187,34.752000,0.409000
3188,35.154000,0.363000
3189,35.127000,0.415000
3190,34.863000,0.364000
3191,35.129000,0.389000
3192,35.059000,0.377000
3193,34.573000,0.367000
3194,34.820000,0.366000
3195,35.247000,0.384000
3196,35.262000,0.372000
3197,34.864000,0.399000
3198,34.380000,0.408000
3199,35.685000,0.383000
3200,35.228000,0.402000
3201,34.820000,0.373000
3202,34.954000,0.366000
3203,35.001000,0.369000
3204,35.096000,0.370000
3205,35.319000,0.373000
3206,35.411000,0.388000
3207,35.032000,0.400000
3208,35.030000,0.375000
3209,35.128000,0.367000
3210,35.790000,0.399000
3211,34.857000,0.424000
3212,35.638000,0.393000
3213,35.947000,0.370000
3214,34.989000,0.370000
3215,35.480000,0.372000
3216,35.492000,0.373000
3217,35.411000,0.372000
3218,35.813000,0.377000
3219,35.171000,0.380000
3220,35.245000,0.420000
3221,35.161000,0.371000
3222,35.986000,0.375000
3223,35.634000,0.395000
3224,36.103000,0.370000
3225,35.377000,0.367000
3226,35.362000,0.416000
3227,35.879000,0.382000
3228,35.851000,0.378000
3229,35.316000,0.380000
3230,35.250000,0.416000
3231,35.014000,0.381000
3232,36.086000,0.377000
3233,36.108000,0.372000
3234,35.640000,0.379000
3235,35.915000,0.401000
3236,35.346000,0.370000
3237,36.760000,0.379000
3238,36.278000,0.387000
3239,36.142000,0.424000
3240,35.637000,0.377000
3241,36.910000,0.422000
3242,35.578000,0.378000
3243,35.518000,0.376000
3244,35.868000,0.379000
3245,35.668000,0.380000
3246,36.100000,0.376000
3247,36.232000,0.375000
3248,36.023000,0.373000
3249,37.653000,0.424000
3250,35.512000,0.398000
3251,36.802000,0.423000
3252,36.769000,0.424000
3253,35.901000,0.401000
3254,37.636000,0.426000
3255,36.543000,0.377000
3256,36.920000,0.378000
3257,36.076000,0.379000
3258,37.982000,0.378000
3259,36.308000,0.385000
3260,35.854000,0.376000
3261,36.895000,0.376000
3262,36.714000,0.389000
3263,36.526000,0.373000
3264,36.513000,0.383000
3265,36.616000,0.430000
3266,36.714000,0.422000
3267,37.002000,0.379000
3268,36.324000,0.388000
3269,36.806000,0.377000
3270,36.559000,0.380000
3271,36.197000,0.384000
3272,36.845000,0.378000
3273,36.832000,0.381000
3274,36.417000,0.393000
3275,36.526000,0.400000
3276,36.738000,0.375000
3277,37.074000,0.384000
3278,37.676000,0.380000
3279,36.456000,0.430000
3280,41.715000,0.403000
3281,37.289000,0.435000
3282,36.190000,0.428000
3283,37.822000,0.381000
3284,36.438000,0.380000
3285,37.734000,0.383000
3286,36.924000,0.401000
3287,38.041000,0.381000
3288,37.199000,0.382000
3289,37.272000,0.384000
3290,37.489000,0.382000
3291,37.284000,0.383000
3292,38.392000,0.385000
3293,37.976000,0.391000
3294,40.205000,0.389000
3295,38.088000,0.397000
3296,37.693000,0.380000
3297,43.460000,0.427000
3298,40.891000,0.437000
3299,39.834000,0.433000
3300,37.942000,0.492000
3301,41.123000,0.384000
3302,37.238000,0.387000
3303,38.060000,0.384000
3304,37.413000,0.400000
3305,38.468000,0.380000
3306,37.429000,0.386000
3307,37.703000,0.391000
3308,38.193000,0.427000
3309,38.616000,0.384000
3310,37.478000,0.434000
3311,37.248000,0.433000
3312,37.616000,0.386000
3313,37.876000,0.395000
3314,37.823000,0.381000
3315,38.391000,0.460000
3316,38.126000,0.384000
3317,38.161000,0.383000
3318,37.932000,0.386000
3319,37.631000,0.389000
3320,38.228000,0.386000
3321,38.127000,0.387000
3322,38.066000,0.418000
3323,38.189000,0.389000
3324,40.059000,0.396000
3325,38.300000,0.382000
3326,37.542000,0.414000
3327,43.226000,0.452000
3328,38.770000,0.433000
3329,39.449000,0.434000
3330,39.107000,0.403000
3331,38.456000,0.411000
3332,39.819000,0.445000
3333,39.725000,0.431000
3334,38.703000,0.383000
3335,39.411000,0.386000
3336,38.730000,0.388000
3337,38.179000,0.401000
3338,39.623000,0.419000
3339,39.111000,0.395000
3340,42.982000,0.521000
3341,40.319000,0.439000
3342,38.370000,0.385000
3343,39.530000,0.467000
3344,37.847000,0.387000
3345,38.396000,0.385000
3346,38.175000,0.383000
3347,38.377000,0.396000
3348,38.867000,0.386000
3349,38.589000,0.388000
3350,38.665000,0.399000
3351,37.847000,0.388000
3352,39.439000,0.389000
3353,38.031000,0.388000
3354,38.543000,0.395000
3355,40.541000,0.404000
3356,38.885000,0.397000
3357,38.356000,0.392000
3358,39.547000,0.396000
3359,38.749000,0.396000
3360,38.836000,0.398000
3361,39.265000,0.390000
3362,38.291000,0.391000
3363,39.214000,0.394000
3364,39.432000,0.392000
3365,39.139000,0.394000
3366,38.759000,0.394000
3367,40.467000,0.393000
3368,40.100000,0.393000
3369,39.517000,0.396000
3370,40.463000,0.394000
3371,40.257000,0.422000
3372,40.185000,0.393000
3373,39.341000,0.400000
3374,39.052000,0.393000
3375,39.135000,0.392000
3376,40.032000,0.391000
3377,40.272000,0.459000
3378,39.789000,0.457000
3379,39.720000,0.397000
3380,39.920000,0.408000
3381,40.412000,0.401000
3382,39.341000,0.398000
3383,41.101000,0.450000
3384,40.230000,0.395000
3385,40.036000,0.446000
3386,39.801000,0.392000
3387,39.613000,0.397000
3388,39.392000,0.396000
3389,39.241000,0.384000
3390,38.855000,0.396000
3391,40.329000,0.393000
3392,39.285000,0.393000
3393,40.604000,0.395000
3394,39.503000,0.389000
3395,39.652000,0.445000
3396,39.228000,0.393000
3397,40.130000,0.397000
3398,40.694000,0.391000
3399,39.866000,0.396000
3400,39.462000,0.399000
3401,39.248000,0.395000
3402,39.933000,0.397000
3403,39.255000,0.391000
3404,39.703000,0.394000
3405,39.759000,0.395000
3406,39.531000,0.404000
3407,40.481000,0.445000
3408,40.946000,0.396000
3409,39.871000,0.394000
3410,39.404000,0.398000
3411,40.028000,0.393000
3412,40.132000,0.402000
3413,40.350000,0.395000
3414,40.096000,0.398000
3415,40.953000,0.396000
3416,40.285000,0.394000
3417,39.975000,0.399000
3418,39.955000,0.408000
3419,40.584000,0.401000
3420,41.248000,0.450000
3421,40.449000,0.427000
3422,41.037000,0.395000
3423,40.059000,0.399000
3424,40.883000,0.450000
3425,40.196000,0.445000
3426,40.450000,0.462000
3427,40.365000,0.449000
3428,41.952000,0.397000
3429,40.788000,0.446000
3430,42.141000,0.396000
3431,40.835000,0.399000
3432,41.760000,0.421000
3433,40.605000,0.431000
3434,40.497000,0.391000
3435,40.578000,0.430000
3436,40.916000,0.398000
3437,40.441000,0.400000
3438,40.165000,0.473000
3439,42.458000,0.435000
3440,41.437000,0.450000
3441,41.528000,0.402000
3442,41.071000,0.396000
3443,40.414000,0.398000
3444,41.181000,0.401000
3445,40.826000,0.458000
3446,41.012000,0.480000
3447,43.234000,0.404000
3448,40.523000,0.401000
3449,40.677000,0.408000
3450,40.734000,0.399000
3451,41.334000,0.431000
3452,40.821000,0.404000
3453,40.366000,0.409000
3454,40.231000,0.401000
3455,40.750000,0.405000
3456,40.869000,0.401000
3457,40.398000,0.402000
3458,40.871000,0.396000
3459,40.536000,0.415000
3460,40.446000,0.429000
3461,41.209000,0.417000
3462,41.027000,0.408000
3463,40.696000,0.403000
3464,40.680000,0.404000
3465,40.605000,0.406000
3466,41.812000,0.401000
3467,41.316000,0.404000
3468,41.183000,0.403000
3469,40.802000,0.418000
3470,40.813000,0.422000
3471,40.747000,0.413000
3472,40.899000,0.407000
3473,41.491000,0.403000
3474,40.946000,0.402000
3475,42.061000,0.406000
3476,42.214000,0.406000
3477,41.339000,0.442000
3478,41.818000,0.408000
3479,42.881000,0.459000
3480,42.105000,0.399000
3481,43.247000,0.409000
3482,41.486000,0.408000
3483,41.777000,0.452000
3484,43.487000,0.533000
3485,48.910000,0.455000
3486,45.582000,0.426000
3487,42.031000,0.411000
3488,42.439000,0.404000
3489,42.541000,0.409000
3490,42.295000,0.405000
3491,42.564000,0.406000
3492,50.998000,0.430000
3493,42.927000,0.467000
3494,42.435000,0.456000
3495,41.984000,0.408000
3496,43.103000,0.424000
3497,43.488000,0.424000
3498,42.320000,0.413000
3499,44.558000,0.458000
3500,45.373000,0.412000
3501,43.417000,0.407000
3502,43.238000,0.404000
3503,42.772000,0.409000
3504,44.939000,0.426000
3505,42.089000,0.411000
3506,42.648000,0.415000
3507,42.475000,0.410000
3508,42.458000,0.410000
3509,42.878000,0.414000
3510,44.021000,0.408000
3511,42.962000,0.413000
3512,42.496000,0.406000
3513,42.578000,0.414000
3514,42.985000,0.411000
3515,45.370000,0.458000
3516,43.098000,0.421000
3517,42.648000,0.410000
3518,42.853000,0.413000
3519,43.235000,0.415000
3520,43.068000,0.437000
3521,44.420000,0.465000
3522,43.858000,0.412000
3523,43.400000,0.420000
3524,42.466000,0.413000
3525,43.362000,0.429000
3526,43.651000,0.465000
3527,43.581000,0.467000
3528,43.607000,0.414000
3529,44.085000,0.418000
3530,43.075000,0.414000
3531,43.396000,0.425000
3532,45.138000,0.469000
3533,44.195000,0.422000
3534,43.526000,0.422000
3535,43.125000,0.412000
3536,43.812000,0.464000
3537,43.632000,0.412000
3538,43.862000,0.413000
3539,43.545000,0.449000
3540,43.027000,0.408000
3541,43.144000,0.415000
3542,43.604000,0.416000
3543,42.977000,0.412000
3544,43.749000,0.447000
3545,43.545000,0.417000
3546,44.527000,0.466000
3547,44.366000,0.411000
3548,43.430000,0.412000
3549,44.383000,0.417000
3550,43.405000,0.418000
3551,43.555000,0.467000
3552,43.372000,0.439000
3553,43.295000,0.417000
3554,43.817000,0.415000
3555,43.634000,0.413000
3556,44.250000,0.414000
3557,43.761000,0.415000
3558,43.467000,0.409000
3559,43.540000,0.411000
3560,43.769000,0.417000
3561,44.208000,0.469000
3562,43.972000,0.443000
3563,44.204000,0.411000
3564,43.793000,0.420000
3565,43.978000,0.416000
3566,43.872000,0.419000
3567,43.652000,0.417000
3568,43.132000,0.425000
3569,44.011000,0.474000
3570,45.627000,0.424000
3571,44.750000,0.414000
3572,45.206000,0.476000
3573,44.262000,0.419000
3574,43.994000,0.415000
3575,44.343000,0.421000
3576,43.768000,0.413000
3577,44.064000,0.417000
3578,44.005000,0.423000
3579,45.057000,0.468000
3580,44.945000,0.417000
3581,45.078000,0.481000
3582,45.898000,0.424000
3583,45.035000,0.419000
3584,48.578000,0.473000
3585,48.499000,0.419000
3586,43.935000,0.427000
3587,44.160000,0.418000
3588,44.151000,0.414000
3589,43.939000,0.422000
3590,43.721000,0.422000
3591,44.547000,0.426000
3592,43.745000,0.428000
3593,43.732000,0.466000
3594,45.273000,0.420000
3595,44.277000,0.419000
3596,44.852000,0.418000
3597,44.620000,0.417000
3598,44.424000,0.418000
3599,44.553000,0.426000
3600,45.013000,0.421000
3601,44.227000,0.428000
3602,44.315000,0.422000
3603,45.772000,0.422000
3604,44.699000,0.423000
3605,45.108000,0.422000
3606,44.493000,0.422000
3607,44.521000,0.417000
3608,43.905000,0.424000
3609,46.808000,0.420000
3610,44.563000,0.425000
3611,45.238000,0.433000
3612,44.743000,0.423000
3613,44.871000,0.422000
3614,44.621000,0.427000
3615,44.910000,0.423000
3616,45.312000,0.429000
3617,44.429000,0.428000
3618,44.653000,0.420000
3619,46.908000,0.474000
3620,47.345000,0.420000
3621,45.795000,0.423000
3622,48.642000,0.478000
3623,47.460000,0.479000
3624,46.341000,0.426000
3625,46.216000,0.426000
3626,47.797000,0.425000
3627,45.713000,0.430000
3628,46.135000,0.428000
3629,45.742000,0.481000
3630,47.219000,0.432000
3631,46.010000,0.427000
3632,46.463000,0.424000
3633,45.321000,0.435000
3634,46.031000,0.479000
3635,47.388000,0.421000
3636,46.622000,0.430000
3637,45.266000,0.420000
3638,45.354000,0.425000
3639,45.296000,0.425000
3640,45.877000,0.484000
3641,46.204000,0.479000
3642,46.527000,0.424000
3643,48.221000,0.486000
3644,45.961000,0.430000
3645,45.731000,0.421000
3646,46.969000,0.468000
3647,46.436000,0.427000
3648,46.508000,0.430000
3649,46.737000,0.424000
3650,46.356000,0.450000
3651,46.439000,0.433000
3652,47.912000,0.432000
3653,45.994000,0.435000
3654,45.777000,0.420000
3655,46.430000,0.425000
3656,46.010000,0.436000
3657,47.694000,0.431000
3658,47.046000,0.432000
3659,46.763000,0.432000
3660,47.987000,0.485000
3661,46.766000,0.428000
3662,46.802000,0.430000
3663,48.920000,0.486000
3664,47.595000,0.424000
3665,46.966000,0.477000
3666,46.772000,0.441000
3667,46.722000,0.425000
3668,48.543000,0.435000
3669,47.644000,0.428000
3670,47.742000,0.494000
3671,46.768000,0.432000
3672,47.829000,0.434000
